time	p1,0.278	p2,0.278	p1,0.64	p2,0.64
6050	0.368162	1.52E+00	0.498021	1.46E+00
6051	0.403836	1.70E+00	0.496981	0.989298
6052	0.439555	1.88E+00	0.505348	0.565042
6053	0.473713	2.05E+00	0.52631	0.292411
6054	0.504743	2.21E+00	0.562245	0.161489
6055	0.531336	2.33E+00	0.614211	0.105824
6056	0.552626	2.42E+00	0.682631	0.082533
6057	0.568274	2.47E+00	0.767859	0.0736599
6058	0.578424	2.48E+00	0.870225	0.072176
6059	0.583543	2.43E+00	0.989836	0.0751661
6060	0.584205	2.32E+00	1.13E+00	0.081299
6061	0.580855	2.14E+00	1.28E+00	0.0898806
6062	0.573621	1.91E+00	1.44E+00	0.100465
6063	0.562283	1.61E+00	1.62E+00	0.112677
6064	0.546654	1.28E+00	1.79E+00	0.126124
6065	0.527657	0.950753	1.96E+00	0.140358
6066	0.508671	0.677212	2.12E+00	0.154873
6067	0.495388	0.480096	2.25E+00	0.169136
6068	0.493437	0.354624	2.34E+00	0.182631
6069	0.506293	0.281207	2.39E+00	0.194898
6070	0.535357	0.241273	2.38E+00	0.205552
6071	0.581064	0.222393	2.31E+00	0.214259
6072	0.64367	0.21732	2.17E+00	0.220681
6073	0.723523	0.222003	1.97E+00	0.224427
6074	0.821008	0.234168	1.70E+00	0.225094
6075	0.936338	0.252458	1.41E+00	0.222516
6076	1.07E+00	0.275952	1.12E+00	0.217242
6077	1.22E+00	0.303857	0.860531	0.210949
6078	1.38E+00	0.335323	0.663992	0.206206
6079	1.56E+00	0.369319	0.52962	0.205555
6080	1.74E+00	0.404577	0.446447	0.210748
6081	1.91E+00	0.439621	0.400788	0.222728
6082	2.08E+00	0.472867	0.381823	0.242021
6083	2.22E+00	0.50281	0.382476	0.269071
6084	2.34E+00	0.528228	0.398558	0.30441
6085	2.42E+00	0.548354	0.427732	0.348692
6086	2.46E+00	0.56293	0.468749	0.402655
6087	2.45E+00	0.572138	0.520919	0.467036
6088	2.38E+00	0.576431	0.583727	0.542455
6089	2.25E+00	0.576299	0.656533	0.629256
6090	2.05E+00	0.572055	0.738291	0.727314
6091	1.79E+00	0.563677	0.827309	0.835825
6092	1.48E+00	0.550919	0.921048	0.953111
6093	1.15E+00	0.533953	1.02E+00	1.08E+00
6094	0.839417	0.514646	1.11E+00	1.20E+00
6095	0.594816	0.497504	1.19E+00	1.33E+00
6096	0.427215	0.4885	1.26E+00	1.44E+00
6097	0.324138	0.492471	1.31E+00	1.55E+00
6098	0.265332	0.511923	1.35E+00	1.64E+00
6099	0.23457	0.547745	1.35E+00	1.72E+00
6100	0.221674	0.600257	1.33E+00	1.78E+00
6101	0.220835	0.669773	1.29E+00	1.82E+00
6102	0.228811	0.756702	1.22E+00	1.85E+00
6103	0.243751	0.861427	1.13E+00	1.86E+00
6104	0.264504	0.984049	1.03E+00	1.86E+00
6105	0.290219	1.12E+00	0.904729	1.84E+00
6106	0.320087	1.28E+00	0.777359	1.81E+00
6107	0.353185	1.45E+00	0.651558	1.77E+00
6108	0.38837	1.63E+00	0.534909	1.72E+00
6109	0.42426	1.81E+00	0.43316	1.68E+00
6110	0.459287	1.98E+00	0.349197	1.63E+00
6111	0.491841	2.14E+00	0.28304	1.60E+00
6112	0.520477	2.28E+00	0.232696	1.58E+00
6113	0.54412	2.39E+00	0.195275	1.58E+00
6114	0.562204	2.46E+00	0.167843	1.59E+00
6115	0.574677	2.48E+00	0.14787	1.63E+00
6116	0.581892	2.46E+00	0.133355	1.68E+00
6117	0.584406	2.37E+00	0.122785	1.74E+00
6118	0.582746	2.23E+00	0.115038	1.82E+00
6119	0.577194	2.02E+00	0.109286	1.91E+00
6120	0.567664	1.74E+00	0.104912	2.00E+00
6121	0.553868	1.42E+00	0.101456	2.10E+00
6122	0.536075	1.09E+00	0.0985799	2.19E+00
6123	0.51649	0.786136	0.0960461	2.26E+00
6124	0.499997	0.555194	0.0937075	2.32E+00
6125	0.492605	0.400933	0.0915036	2.36E+00
6126	0.498829	0.307712	0.0894601	2.35E+00
6127	0.520842	0.25528	0.0876916	2.29E+00
6128	0.559365	0.228494	0.0864068	2.17E+00
6129	0.614673	0.218129	0.0859162	1.96E+00
6130	0.687065	0.218977	0.0866514	1.66E+00
6131	0.77693	0.228131	0.0891842	1.27E+00
6132	0.884587	0.243919	0.0942632	0.844003
6133	1.01E+00	0.265276	0.102797	0.486463
6134	1.15E+00	0.291383	0.115711	0.266889
6135	1.31E+00	0.321433	0.133787	0.161127
6136	1.48E+00	0.354483	0.157743	0.115055
6137	1.66E+00	0.389369	0.188426	0.0963161
6138	1.84E+00	0.424696	0.226912	0.0910474
6139	2.01E+00	0.458909	0.27453	0.093673
6140	2.16E+00	0.490442	0.332861	0.101955
6141	2.29E+00	0.517928	0.403714	0.11506
6142	2.39E+00	0.540389	0.489087	0.132796
6143	2.45E+00	0.557349	0.591066	0.155279
6144	2.46E+00	0.568819	0.711682	0.182755
6145	2.41E+00	0.57516	0.852666	0.21548
6146	2.31E+00	0.576876	1.02E+00	0.2536
6147	2.15E+00	0.574379	1.20E+00	0.297025
6148	1.91E+00	0.5678	1.40E+00	0.345293
6149	1.62E+00	0.556952	1.62E+00	0.397441
6150	1.29E+00	0.541697	1.85E+00	0.451923
6151	0.966129	0.523	2.08E+00	0.506652
6152	0.690551	0.504224	2.30E+00	0.559199
6153	0.490242	0.491008	2.51E+00	0.607174
6154	0.36186	0.48896	2.68E+00	0.648687
6155	0.286374	0.501583	2.82E+00	0.682702
6156	0.245133	0.530314	2.93E+00	0.709138
6157	0.225476	0.57562	3.01E+00	0.728683
6158	0.219967	0.637781	3.06E+00	0.742454
6159	0.224443	0.717172	3.08E+00	0.751669
6160	0.236559	0.814211	3.08E+00	0.757424
6161	0.254929	0.929158	3.06E+00	0.760582
6162	0.278607	1.06E+00	3.02E+00	0.761743
6163	0.306794	1.21E+00	2.95E+00	0.761232
6164	0.338629	1.38E+00	2.85E+00	0.759086
6165	0.373073	1.55E+00	2.71E+00	0.754991
6166	0.408843	1.73E+00	2.53E+00	0.748171
6167	0.44444	1.91E+00	2.29E+00	0.737239
6168	0.478249	2.08E+00	2.00E+00	0.720119
6169	0.508727	2.23E+00	1.65E+00	0.694361
6170	0.534617	2.35E+00	1.29E+00	0.658412
6171	0.555126	2.43E+00	0.944068	0.614005
6172	0.569987	2.48E+00	0.665367	0.567906
6173	0.579401	2.47E+00	0.469797	0.529815
6174	0.583865	2.42E+00	0.347206	0.507427
6175	0.583946	2.30E+00	0.275938	0.504031
6176	0.580054	2.11E+00	0.237259	0.519868
6177	0.572267	1.87E+00	0.219035	0.554226
6178	0.560333	1.56E+00	0.214269	0.606553
6179	0.544134	1.23E+00	0.21908	0.676749
6180	0.524872	0.908357	0.2313	0.765059
6181	0.506316	0.644774	0.249657	0.871827
6182	0.494322	0.458559	0.273302	0.997189
6183	0.4943	0.341671	0.301516	1.14E+00
6184	0.509382	0.273942	0.333512	1.30E+00
6185	0.540767	0.237571	0.368306	1.48E+00
6186	0.588831	0.220973	0.404633	1.66E+00
6187	0.653836	0.217459	0.440944	1.85E+00
6188	0.736144	0.223301	0.475483	2.03E+00
6189	0.83613	0.236393	0.506469	2.21E+00
6190	0.95396	0.255464	0.532327	2.36E+00
6191	1.09E+00	0.279624	0.551933	2.49E+00
6192	1.24E+00	0.308083	0.564768	2.58E+00
6193	1.41E+00	0.33997	0.57096	2.64E+00
6194	1.58E+00	0.374224	0.571206	2.65E+00
6195	1.76E+00	0.409545	0.56665	2.62E+00
6196	1.94E+00	0.444431	0.558771	2.52E+00
6197	2.10E+00	0.477299	0.549316	2.35E+00
6198	2.24E+00	0.506669	0.540271	2.10E+00
6199	2.35E+00	0.531378	0.533835	1.74E+00
6200	2.43E+00	0.550727	0.532402	1.30E+00
6201	2.46E+00	0.564529	0.538639	0.825638
6202	2.44E+00	0.573015	0.555585	0.44888
6203	2.36E+00	0.576657	0.586212	0.233134
6204	2.23E+00	0.575935	0.632385	0.135803
6205	2.02E+00	0.571118	0.694832	0.0947426
6206	1.75E+00	0.562139	0.773832	0.0776815
6207	1.43E+00	0.548758	0.869537	0.0717348
6208	1.10E+00	0.531292	0.981891	0.0717784
6209	0.800622	0.511958	1.11E+00	0.075604
6210	0.56676	0.495595	1.25E+00	0.0821449
6211	0.409332	0.488172	1.41E+00	0.0907949
6212	0.31366	0.494212	1.57E+00	0.101121
6213	0.259619	0.515928	1.74E+00	0.112732
6214	0.231854	0.554074	1.90E+00	0.125216
6215	0.220924	0.608948	2.05E+00	0.138124
6216	0.221475	0.680878	2.17E+00	0.150982
6217	0.230519	0.770281	2.26E+00	0.163321
6218	0.246334	0.877517	2.31E+00	0.17471
6219	0.267832	1.00E+00	2.30E+00	0.18477
6220	0.29418	1.14E+00	2.23E+00	0.193162
6221	0.324563	1.30E+00	2.10E+00	0.199549
6222	0.358029	1.47E+00	1.90E+00	0.203576
6223	0.393404	1.65E+00	1.65E+00	0.204919
6224	0.429272	1.83E+00	1.38E+00	0.20351
6225	0.46405	2.01E+00	1.10E+00	0.199921
6226	0.496137	2.16E+00	0.861543	0.195652
6227	0.524129	2.30E+00	0.676953	0.192897
6228	0.547017	2.40E+00	0.549439	0.193815
6229	0.564307	2.46E+00	0.469704	0.199946
6230	0.576016	2.48E+00	0.425814	0.212196
6231	0.582537	2.45E+00	0.40807	0.231124
6232	0.584438	2.36E+00	0.409966	0.257215
6233	0.582223	2.20E+00	0.427558	0.29101
6234	0.576127	1.98E+00	0.458596	0.333149
6235	0.566018	1.70E+00	0.501843	0.384327
6236	0.551616	1.37E+00	0.556576	0.445228
6237	0.533377	1.04E+00	0.622215	0.516415
6238	0.513875	0.749131	0.69802	0.598178
6239	0.498303	0.529192	0.782816	0.69037
6240	0.492599	0.384697	0.874743	0.792207
6241	0.500947	0.298333	0.971066	0.902103
6242	0.525246	0.250251	1.07E+00	1.02E+00
6243	0.566104	0.226204	1.16E+00	1.14E+00
6244	0.623782	0.217653	1.25E+00	1.25E+00
6245	0.698596	0.2198	1.31E+00	1.36E+00
6246	0.790936	0.229964	1.37E+00	1.46E+00
6247	0.901094	0.246586	1.39E+00	1.55E+00
6248	1.03E+00	0.268654	1.39E+00	1.62E+00
6249	1.17E+00	0.295362	1.37E+00	1.68E+00
6250	1.33E+00	0.325891	1.32E+00	1.72E+00
6251	1.51E+00	0.359272	1.24E+00	1.74E+00
6252	1.68E+00	0.394307	1.14E+00	1.75E+00
6253	1.86E+00	0.429573	1.02E+00	1.75E+00
6254	2.03E+00	0.463501	0.889783	1.73E+00
6255	2.18E+00	0.494542	0.755715	1.70E+00
6256	2.31E+00	0.521372	0.626706	1.66E+00
6257	2.40E+00	0.54308	0.510421	1.62E+00
6258	2.45E+00	0.559261	0.411856	1.58E+00
6259	2.46E+00	0.569986	0.332663	1.54E+00
6260	2.40E+00	0.575649	0.271677	1.52E+00
6261	2.29E+00	0.576756	0.226113	1.51E+00
6262	2.12E+00	0.573689	0.192725	1.53E+00
6263	1.87E+00	0.566531	0.168528	1.56E+00
6264	1.58E+00	0.555063	0.151088	1.61E+00
6265	1.24E+00	0.539227	0.138537	1.67E+00
6266	0.923611	0.520252	0.129482	1.75E+00
6267	0.657717	0.501887	0.122891	1.84E+00
6268	0.468269	0.489935	0.117991	1.94E+00
6269	0.348569	0.489792	0.114197	2.05E+00
6270	0.278887	0.504621	0.111066	2.16E+00
6271	0.241295	0.535659	0.108261	2.26E+00
6272	0.223976	0.583311	0.105541	2.36E+00
6273	0.220064	0.647863	0.102754	2.44E+00
6274	0.225722	0.729705	0.09983	2.49E+00
6275	0.238785	0.829248	0.0967812	2.52E+00
6276	0.25795	0.946705	0.0936988	2.51E+00
6277	0.282309	1.08E+00	0.090751	2.44E+00
6278	0.311062	1.23E+00	0.0881832	2.31E+00
6279	0.343331	1.40E+00	0.0863226	2.10E+00
6280	0.378043	1.57E+00	0.0855912	1.79E+00
6281	0.413884	1.76E+00	0.0865285	1.38E+00
6282	0.449328	1.93E+00	0.0898345	0.920424
6283	0.482758	2.10E+00	0.0963808	0.522841
6284	0.512659	2.24E+00	0.107086	0.275137
6285	0.53783	2.36E+00	0.122696	0.157929
6286	0.557549	2.44E+00	0.143836	0.108335
6287	0.571625	2.48E+00	0.171235	0.088345
6288	0.580309	2.47E+00	0.205847	0.0822301
6289	0.584124	2.40E+00	0.248881	0.0838945
6290	0.583628	2.28E+00	0.301807	0.0909512
6291	0.579193	2.08E+00	0.366335	0.102519
6292	0.570843	1.83E+00	0.444389	0.118387
6293	0.558302	1.52E+00	0.538041	0.138672
6294	0.541553	1.18E+00	0.649389	0.16364
6295	0.522095	0.86724	0.780367	0.193601
6296	0.504083	0.613987	0.932453	0.228801
6297	0.493484	0.438448	1.11E+00	0.269308
6298	0.495441	0.3297	1.30E+00	0.314891
6299	0.512761	0.267292	1.51E+00	0.364875
6300	0.546464	0.234251	1.74E+00	0.418039
6301	0.596879	0.219802	1.97E+00	0.472583
6302	0.66428	0.217774	2.20E+00	0.52624
6303	0.749039	0.224733	2.41E+00	0.576565
6304	0.851518	0.238726	2.60E+00	0.621375
6305	0.971831	0.258559	2.76E+00	0.659179
6306	1.11E+00	0.283369	2.89E+00	0.689421
6307	1.26E+00	0.312365	2.98E+00	0.712432
6308	1.43E+00	0.344655	3.05E+00	0.729148
6309	1.61E+00	0.379143	3.08E+00	0.740765
6310	1.79E+00	0.414499	3.10E+00	0.748453
6311	1.96E+00	0.4492	3.09E+00	0.753197
6312	2.12E+00	0.481665	3.06E+00	0.755733
6313	2.26E+00	0.510446	3.01E+00	0.756537
6314	2.37E+00	0.534437	2.93E+00	0.755817
6315	2.44E+00	0.553012	2.82E+00	0.753486
6316	2.46E+00	0.566049	2.67E+00	0.749087
6317	2.43E+00	0.573827	2.47E+00	0.741661
6318	2.35E+00	0.576833	2.21E+00	0.729591
6319	2.20E+00	0.575529	1.90E+00	0.710601
6320	1.99E+00	0.570142	1.54E+00	0.682288
6321	1.71E+00	0.560562	1.18E+00	0.643782
6322	1.39E+00	0.546561	0.849863	0.598279
6323	1.06E+00	0.52864	0.595615	0.553903
6324	0.763341	0.509376	0.424273	0.520292
6325	0.540341	0.49391	0.319819	0.503854
6326	0.392729	0.488149	0.260336	0.506713
6327	0.304026	0.496293	0.229028	0.528641
6328	0.25443	0.520277	0.215552	0.568917
6329	0.229469	0.560744	0.214057	0.627143
6330	0.220395	0.61798	0.221308	0.703361
6331	0.222274	0.692325	0.235483	0.797899
6332	0.232346	0.784204	0.255478	0.911094
6333	0.249011	0.893947	0.280508	1.04E+00
6334	0.271233	1.02E+00	0.309849	1.19E+00
6335	0.298194	1.17E+00	0.342657	1.36E+00
6336	0.329068	1.33E+00	0.377861	1.54E+00
6337	0.362876	1.50E+00	0.414093	1.73E+00
6338	0.398408	1.68E+00	0.449717	1.92E+00
6339	0.43422	1.86E+00	0.482931	2.10E+00
6340	0.468714	2.03E+00	0.511971	2.27E+00
6341	0.500305	2.19E+00	0.535356	2.42E+00
6342	0.527632	2.32E+00	0.552104	2.55E+00
6343	0.549754	2.41E+00	0.561852	2.64E+00
6344	0.566252	2.47E+00	0.564849	2.69E+00
6345	0.577205	2.48E+00	0.561845	2.70E+00
6346	0.583046	2.44E+00	0.553968	2.67E+00
6347	0.584346	2.34E+00	0.54261	2.58E+00
6348	0.581584	2.17E+00	0.529386	2.43E+00
6349	0.574943	1.95E+00	0.51611	2.19E+00
6350	0.564247	1.66E+00	0.504801	1.86E+00
6351	0.549251	1.33E+00	0.49768	1.43E+00
6352	0.530619	0.997217	0.497255	0.952211
6353	0.511311	0.713597	0.506491	0.537338
6354	0.496784	0.504699	0.528556	0.277779
6355	0.492856	0.369598	0.565722	0.155146
6356	0.503368	0.289692	0.618959	0.103164
6357	0.529966	0.245682	0.688678	0.081452
6358	0.573165	0.22421	0.775233	0.0733372
6359	0.633223	0.217383	0.878946	0.0722824
6360	0.71047	0.220779	0.999894	0.0755576
6361	0.805297	0.231923	1.14E+00	0.0819052
6362	0.917958	0.24936	1.29E+00	0.0906609
6363	1.05E+00	0.272123	1.46E+00	0.101389
6364	1.20E+00	0.299416	1.63E+00	0.113716
6365	1.36E+00	0.330407	1.81E+00	0.127245
6366	1.53E+00	0.364095	1.98E+00	0.141523
6367	1.71E+00	0.399251	2.13E+00	0.156042
6368	1.89E+00	0.434423	2.26E+00	0.170267
6369	2.05E+00	0.468035	2.35E+00	0.183684
6370	2.20E+00	0.498556	2.39E+00	0.195841
6371	2.33E+00	0.52471	2.38E+00	0.206357
6372	2.41E+00	0.545655	2.30E+00	0.2149
6373	2.46E+00	0.561056	2.16E+00	0.22113
6374	2.45E+00	0.571041	1.95E+00	0.224649
6375	2.39E+00	0.576035	1.68E+00	0.225063
6376	2.27E+00	0.576538	1.39E+00	0.222241
6377	2.09E+00	0.572901	1.10E+00	0.21681
6378	1.84E+00	0.565157	0.842858	0.210538
6379	1.53E+00	0.553068	0.651341	0.20603
6380	1.20E+00	0.536672	0.52146	0.205784
6381	0.882366	0.517492	0.441692	0.211482
6382	0.626546	0.499652	0.398458	0.224021
6383	0.44775	0.489066	0.381234	0.243907
6384	0.336288	0.490878	0.383212	0.271589
6385	0.272033	0.507927	0.40038	0.307609
6386	0.23785	0.541268	0.43051	0.352629
6387	0.222729	0.591261	0.472415	0.40739
6388	0.220336	0.658201	0.525428	0.472625
6389	0.227135	0.742491	0.589037	0.54894
6390	0.241117	0.844529	0.662578	0.636647
6391	0.261058	0.96448	0.744964	0.735577
6392	0.286081	1.10E+00	0.834442	0.844862
6393	0.315383	1.26E+00	0.9284	0.962751
6394	0.348066	1.42E+00	1.02E+00	1.09E+00
6395	0.383024	1.60E+00	1.11E+00	1.21E+00
6396	0.418908	1.78E+00	1.20E+00	1.34E+00
6397	0.454171	1.96E+00	1.27E+00	1.45E+00
6398	0.487198	2.12E+00	1.32E+00	1.56E+00
6399	0.516504	2.26E+00	1.35E+00	1.65E+00
6400	0.540948	2.38E+00	1.35E+00	1.73E+00
6401	0.559882	2.45E+00	1.33E+00	1.79E+00
6402	0.573183	2.48E+00	1.29E+00	1.83E+00
6403	0.581154	2.46E+00	1.22E+00	1.85E+00
6404	0.584335	2.39E+00	1.13E+00	1.86E+00
6405	0.583273	2.25E+00	1.02E+00	1.86E+00
6406	0.5783	2.05E+00	0.894742	1.84E+00
6407	0.569385	1.79E+00	0.767231	1.81E+00
6408	0.556238	1.47E+00	0.641915	1.77E+00
6409	0.538966	1.14E+00	0.526281	1.72E+00
6410	0.519394	0.827641	0.42588	1.67E+00
6411	0.502041	0.58496	0.343357	1.63E+00
6412	0.492925	0.419778	0.278538	1.60E+00
6413	0.496899	0.318698	0.22932	1.58E+00
6414	0.516459	0.261242	0.192786	1.58E+00
6415	0.552469	0.231303	0.166024	1.60E+00
6416	0.605225	0.218869	0.146544	1.63E+00
6417	0.675013	0.218253	0.132386	1.68E+00
6418	0.762214	0.226282	0.122072	1.75E+00
6419	0.867174	0.241147	0.114508	1.83E+00
6420	0.989945	0.261719	0.108883	1.92E+00
6421	1.13E+00	0.28716	0.104594	2.01E+00
6422	1.29E+00	0.31667	0.101194	2.10E+00
6423	1.45E+00	0.349336	0.0983523	2.19E+00
6424	1.63E+00	0.384029	0.0958387	2.27E+00
6425	1.81E+00	0.419388	0.093513	2.33E+00
6426	1.98E+00	0.453872	0.0913216	2.36E+00
6427	2.14E+00	0.485906	0.0892975	2.35E+00
6428	2.28E+00	0.514079	0.0875626	2.29E+00
6429	2.38E+00	0.537344	0.0863335	2.16E+00
6430	2.44E+00	0.555147	0.0859305	1.94E+00
6431	2.46E+00	0.567431	0.0867938	1.63E+00
6432	2.43E+00	0.574517	0.0895113	1.23E+00
6433	2.33E+00	0.576901	0.0948452	0.810176
6434	2.17E+00	0.575025	0.103713	0.462771
6435	1.95E+00	0.56907	0.117033	0.25464
6436	1.67E+00	0.558886	0.135574	0.155705
6437	1.34E+00	0.544279	0.16006	0.112787
6438	1.01E+00	0.525955	0.191354	0.0955229
6439	0.727618	0.506868	0.230553	0.0910536
6440	0.515513	0.492419	0.279008	0.0942077
6441	0.377332	0.488399	0.338319	0.102913
6442	0.295179	0.498675	0.410315	0.116409
6443	0.249732	0.524933	0.497003	0.134538
6444	0.227398	0.56772	0.600474	0.157433
6445	0.22008	0.627316	0.722743	0.185346
6446	0.22323	0.704079	0.8655	0.218526
6447	0.234298	0.798432	1.03E+00	0.257105
6448	0.25179	0.910675	1.22E+00	0.300967
6449	0.274718	1.04E+00	1.42E+00	0.349614
6450	0.302275	1.19E+00	1.64E+00	0.402032
6451	0.33362	1.35E+00	1.87E+00	0.456628
6452	0.367744	1.52E+00	2.10E+00	0.511275
6453	0.403405	1.70E+00	2.32E+00	0.56353
6454	0.439128	1.88E+00	2.52E+00	0.611028
6455	0.473309	2.05E+00	2.69E+00	0.651939
6456	0.504378	2.21E+00	2.83E+00	0.685308
6457	0.531023	2.33E+00	2.94E+00	0.711129
6458	0.552373	2.42E+00	3.01E+00	0.730141
6459	0.568083	2.47E+00	3.06E+00	0.743481
6460	0.578292	2.48E+00	3.08E+00	0.752364
6461	0.583465	2.43E+00	3.08E+00	0.757869
6462	0.584175	2.32E+00	3.06E+00	0.760837
6463	0.58087	2.15E+00	3.01E+00	0.761845
6464	0.573683	1.91E+00	2.94E+00	0.761196
6465	0.562395	1.61E+00	2.84E+00	0.758899
6466	0.546814	1.28E+00	2.70E+00	0.754605
6467	0.527844	0.953981	2.51E+00	0.747494
6468	0.508834	0.679714	2.27E+00	0.73612
6469	0.495463	0.481774	1.97E+00	0.718352
6470	0.493375	0.355641	1.62E+00	0.691751
6471	0.506068	0.281782	1.26E+00	0.65494
6472	0.53496	0.241571	0.91725	0.61005
6473	0.580492	0.222515	0.645407	0.564245
6474	0.642921	0.217321	0.456771	0.52725
6475	0.722593	0.221916	0.339431	0.506411
6476	0.819893	0.23401	0.271584	0.50467
6477	0.935037	0.252242	0.235037	0.522116
6478	1.07E+00	0.275685	0.218178	0.558021
6479	1.22E+00	0.303549	0.214349	0.61187
6480	1.38E+00	0.334982	0.219859	0.683598
6481	1.55E+00	0.368957	0.232643	0.773469
6482	1.73E+00	0.404209	0.25148	0.881821
6483	1.91E+00	0.439263	0.275543	1.01E+00
6484	2.08E+00	0.472536	0.304111	1.15E+00
6485	2.22E+00	0.502519	0.336388	1.32E+00
6486	2.34E+00	0.527989	0.371365	1.49E+00
6487	2.42E+00	0.548171	0.407754	1.68E+00
6488	2.46E+00	0.562803	0.443983	1.86E+00
6489	2.45E+00	0.572064	0.478287	2.05E+00
6490	2.38E+00	0.576403	0.508892	2.22E+00
6491	2.25E+00	0.576315	0.534254	2.37E+00
6492	2.06E+00	0.572111	0.553296	2.50E+00
6493	1.80E+00	0.563777	0.565555	2.59E+00
6494	1.48E+00	0.551066	0.571213	2.64E+00
6495	1.15E+00	0.534137	0.571009	2.65E+00
6496	0.842484	0.514833	0.566123	2.61E+00
6497	0.597054	0.497634	0.558058	2.51E+00
6498	0.428648	0.488511	0.548584	2.33E+00
6499	0.324979	0.492323	0.539707	2.07E+00
6500	0.265791	0.5116	0.533644	1.70E+00
6501	0.23479	0.54724	0.53281	1.25E+00
6502	0.221738	0.599568	0.539905	0.786349
6503	0.220789	0.668895	0.557997	0.423026
6504	0.228683	0.75563	0.589992	0.220693
6505	0.243555	0.860158	0.637637	0.130522
6506	0.264251	0.982584	0.70159	0.0925177
6507	0.289917	1.12E+00	0.782113	0.0768031
6508	0.319746	1.28E+00	0.879348	0.0715357
6509	0.352816	1.45E+00	0.993202	0.0719812
6510	0.387988	1.62E+00	1.12E+00	0.0760808
6511	0.423881	1.81E+00	1.27E+00	0.0828278
6512	0.458928	1.98E+00	1.42E+00	0.0916399
6513	0.49152	2.14E+00	1.59E+00	0.102092
6514	0.520208	2.28E+00	1.76E+00	0.113791
6515	0.543912	2.39E+00	1.92E+00	0.126324
6516	0.562059	2.46E+00	2.06E+00	0.139237
6517	0.574594	2.48E+00	2.18E+00	0.152058
6518	0.581865	2.46E+00	2.27E+00	0.164318
6519	0.584428	2.37E+00	2.31E+00	0.175593
6520	0.582811	2.23E+00	2.29E+00	0.185506
6521	0.5773	2.02E+00	2.22E+00	0.193722
6522	0.567817	1.75E+00	2.08E+00	0.199904
6523	0.554069	1.42E+00	1.88E+00	0.203693
6524	0.536311	1.09E+00	1.63E+00	0.204778
6525	0.516722	0.789166	1.35E+00	0.203134
6526	0.500159	0.557344	1.08E+00	0.199412
6527	0.492633	0.402284	0.841839	0.195197
6528	0.498688	0.308494	0.662795	0.192711
6529	0.520518	0.2557	0.540273	0.194069
6530	0.558855	0.228686	0.464395	0.200745
6531	0.613973	0.218171	0.423318	0.213597
6532	0.686172	0.218911	0.407646	0.23317
6533	0.775841	0.227983	0.411152	0.259948
6534	0.883298	0.243702	0.430084	0.294483
6535	1.01E+00	0.265001	0.462316	0.33742
6536	1.15E+00	0.291057	0.506676	0.389459
6537	1.31E+00	0.321066	0.562468	0.451276
6538	1.48E+00	0.354087	0.629111	0.523414
6539	1.66E+00	0.388958	0.705834	0.606133
6540	1.83E+00	0.424287	0.791407	0.699231
6541	2.01E+00	0.458519	0.883895	0.801857
6542	2.16E+00	0.490089	0.980472	0.912345
6543	2.29E+00	0.517626	1.08E+00	1.03E+00
6544	2.39E+00	0.540146	1.17E+00	1.15E+00
6545	2.45E+00	0.557168	1.25E+00	1.26E+00
6546	2.46E+00	0.568698	1.32E+00	1.37E+00
6547	2.42E+00	0.575094	1.37E+00	1.47E+00
6548	2.31E+00	0.576859	1.39E+00	1.56E+00
6549	2.15E+00	0.574408	1.39E+00	1.63E+00
6550	1.92E+00	0.567877	1.37E+00	1.68E+00
6551	1.62E+00	0.557077	1.31E+00	1.72E+00
6552	1.29E+00	0.54187	1.23E+00	1.74E+00
6553	0.969519	0.523199	1.13E+00	1.75E+00
6554	0.6932	0.504397	1.01E+00	1.75E+00
6555	0.492032	0.491087	0.877229	1.73E+00
6556	0.36295	0.488894	0.743227	1.70E+00
6557	0.286993	0.501344	0.615094	1.66E+00
6558	0.245455	0.529895	0.500305	1.61E+00
6559	0.225608	0.575017	0.403547	1.57E+00
6560	0.219971	0.63699	0.326163	1.54E+00
6561	0.224351	0.716188	0.266777	1.52E+00
6562	0.236393	0.81303	0.222512	1.51E+00
6563	0.2547	0.927779	0.190122	1.53E+00
6564	0.278325	1.06E+00	0.166667	1.56E+00
6565	0.306467	1.21E+00	0.149768	1.61E+00
6566	0.338268	1.37E+00	0.137607	1.68E+00
6567	0.372691	1.55E+00	0.12883	1.76E+00
6568	0.408456	1.73E+00	0.122432	1.85E+00
6569	0.444064	1.91E+00	0.117663	1.95E+00
6570	0.477902	2.07E+00	0.113952	2.06E+00
6571	0.508425	2.22E+00	0.110866	2.17E+00
6572	0.534373	2.35E+00	0.108078	2.27E+00
6573	0.554943	2.43E+00	0.105356	2.36E+00
6574	0.569866	2.48E+00	0.102556	2.44E+00
6575	0.579338	2.47E+00	0.0996139	2.50E+00
6576	0.583852	2.42E+00	0.0965507	2.52E+00
6577	0.583978	2.30E+00	0.0934646	2.51E+00
6578	0.580128	2.12E+00	0.090531	2.44E+00
6579	0.572385	1.87E+00	0.0880017	2.30E+00
6580	0.560496	1.57E+00	0.0862115	2.08E+00
6581	0.544342	1.23E+00	0.0855915	1.76E+00
6582	0.525098	0.911734	0.0866943	1.34E+00
6583	0.506501	0.647329	0.0902332	0.882318
6584	0.494397	0.460242	0.0970927	0.495236
6585	0.494215	0.342679	0.108183	0.260848
6586	0.509115	0.274505	0.124233	0.151722
6587	0.54031	0.237855	0.145866	0.105739
6588	0.588181	0.221079	0.173829	0.0873582
